wavelength [nm],transmission
838.6,2.25E-08
838.8,2.49E-08
839,2.75E-08
839.2,2.23E-08
839.4,1.73E-08
839.6,1.34E-08
839.8,1.04E-08
840,8.07E-09
840.2,6.27E-09
840.4,4.86E-09
840.6,3.78E-09
840.8,2.93E-09
841,2.27E-09
841.2,2.12E-09
841.4,2.72E-09
841.6,3.49E-09
841.8,4.47E-09
842,5.73E-09
842.2,7.35E-09
842.4,9.43E-09
842.6,1.21E-08
842.8,1.55E-08
843,1.99E-08
843.2,2.12E-08
843.4,1.89E-08
843.6,1.68E-08
843.8,1.49E-08
844,1.32E-08
844.2,1.18E-08
844.4,1.04E-08
844.6,9.28E-09
844.8,8.25E-09
845,7.33E-09
845.2,7.40E-09
845.4,8.03E-09
845.6,8.72E-09
845.8,9.48E-09
846,1.03E-08
846.2,1.12E-08
846.4,1.21E-08
846.6,1.32E-08
846.8,1.43E-08
847,1.56E-08
847.2,1.63E-08
847.4,1.69E-08
847.6,1.75E-08
847.8,1.82E-08
848,1.88E-08
848.2,1.95E-08
848.4,2.03E-08
848.6,2.10E-08
848.8,2.18E-08
849,2.26E-08
849.2,1.66E-08
849.4,1.18E-08
849.6,8.42E-09
849.8,6.00E-09
850,4.28E-09
850.2,3.05E-09
850.4,2.17E-09
850.6,1.55E-09
850.8,1.10E-09
851,7.86E-10
851.2,6.26E-10
851.4,6.26E-10
851.6,6.27E-10
851.8,6.27E-10
852,6.27E-10
852.2,6.27E-10
852.4,6.27E-10
852.6,6.27E-10
852.8,6.27E-10
853,6.27E-10
853.2,7.53E-10
853.4,1.11E-09
853.6,1.62E-09
853.8,2.38E-09
854,3.50E-09
854.2,5.14E-09
854.4,7.55E-09
854.6,1.11E-08
854.8,1.63E-08
855,2.39E-08
855.2,2.46E-08
855.4,2.05E-08
855.6,1.70E-08
855.8,1.41E-08
856,1.17E-08
856.2,9.71E-09
856.4,8.06E-09
856.6,6.69E-09
856.8,5.55E-09
857,4.61E-09
857.2,4.77E-09
857.4,5.28E-09
857.6,5.84E-09
857.8,6.46E-09
858,7.15E-09
858.2,7.91E-09
858.4,8.75E-09
858.6,9.68E-09
858.8,1.07E-08
859,1.19E-08
859.2,1.19E-08
859.4,1.19E-08
859.6,1.18E-08
859.8,1.18E-08
860,1.17E-08
860.2,1.17E-08
860.4,1.16E-08
860.6,1.16E-08
860.8,1.15E-08
861,1.15E-08
861.2,1.11E-08
861.4,1.01E-08
861.6,9.13E-09
861.8,8.29E-09
862,7.53E-09
862.2,6.84E-09
862.4,6.21E-09
862.6,5.64E-09
862.8,5.12E-09
863,4.65E-09
863.2,4.77E-09
863.4,5.55E-09
863.6,6.48E-09
863.8,7.55E-09
864,8.80E-09
864.2,1.03E-08
864.4,1.20E-08
864.6,1.39E-08
864.8,1.63E-08
865,1.90E-08
865.2,1.93E-08
865.4,1.83E-08
865.6,1.74E-08
865.8,1.65E-08
866,1.56E-08
866.2,1.48E-08
866.4,1.40E-08
866.6,1.33E-08
866.8,1.26E-08
867,1.19E-08
867.2,9.28E-09
867.4,6.87E-09
867.6,5.09E-09
867.8,3.77E-09
868,2.79E-09
868.2,2.07E-09
868.4,1.53E-09
868.6,1.13E-09
868.8,8.40E-10
869,6.22E-10
869.2,8.69E-10
869.4,1.25E-09
869.6,1.81E-09
869.8,2.61E-09
870,3.76E-09
870.2,5.43E-09
870.4,7.84E-09
870.6,1.13E-08
870.8,1.63E-08
871,2.35E-08
871.2,3.00E-08
871.4,2.87E-08
871.6,2.75E-08
871.8,2.63E-08
872,2.52E-08
872.2,2.41E-08
872.4,2.31E-08
872.6,2.21E-08
872.8,2.12E-08
873,2.03E-08
873.2,1.97E-08
873.4,1.95E-08
873.6,1.92E-08
873.8,1.90E-08
874,1.88E-08
874.2,1.86E-08
874.4,1.84E-08
874.6,1.82E-08
874.8,1.80E-08
875,1.78E-08
875.2,1.80E-08
875.4,1.85E-08
875.6,1.90E-08
875.8,1.96E-08
876,2.01E-08
876.2,2.07E-08
876.4,2.13E-08
876.6,2.19E-08
876.8,2.25E-08
877,2.31E-08
877.2,2.23E-08
877.4,2.10E-08
877.6,1.98E-08
877.8,1.87E-08
878,1.77E-08
878.2,1.67E-08
878.4,1.58E-08
878.6,1.49E-08
878.8,1.40E-08
879,1.33E-08
879.2,1.28E-08
879.4,1.23E-08
879.6,1.19E-08
879.8,1.15E-08
880,1.11E-08
880.2,1.07E-08
880.4,1.03E-08
880.6,9.94E-09
880.8,9.59E-09
881,9.25E-09
881.2,9.17E-09
881.4,9.66E-09
881.6,1.02E-08
881.8,1.07E-08
882,1.13E-08
882.2,1.19E-08
882.4,1.25E-08
882.6,1.32E-08
882.8,1.39E-08
883,1.46E-08
883.2,1.71E-08
883.4,2.27E-08
883.6,3.00E-08
883.8,3.97E-08
884,5.26E-08
884.2,6.96E-08
884.4,9.21E-08
884.6,1.22E-07
884.8,1.61E-07
885,2.14E-07
885.2,2.10E-07
885.4,1.74E-07
885.6,1.44E-07
885.8,1.20E-07
886,9.92E-08
886.2,8.22E-08
886.4,6.81E-08
886.6,5.65E-08
886.8,4.68E-08
887,3.88E-08
887.2,3.61E-08
887.4,3.45E-08
887.6,3.30E-08
887.8,3.16E-08
888,3.02E-08
888.2,2.89E-08
888.4,2.77E-08
888.6,2.65E-08
888.8,2.53E-08
889,2.42E-08
889.2,2.36E-08
889.4,2.30E-08
889.6,2.25E-08
889.8,2.20E-08
890,2.14E-08
890.2,2.09E-08
890.4,2.04E-08
890.6,1.99E-08
890.8,1.94E-08
891,1.90E-08
891.2,1.86E-08
891.4,1.86E-08
891.6,1.86E-08
891.8,1.86E-08
892,1.85E-08
892.2,1.85E-08
892.4,1.85E-08
892.6,1.84E-08
892.8,1.84E-08
893,1.84E-08
893.2,2.02E-08
893.4,2.49E-08
893.6,3.07E-08
893.8,3.80E-08
894,4.69E-08
894.2,5.79E-08
894.4,7.14E-08
894.6,8.82E-08
894.8,1.09E-07
895,1.34E-07
895.2,1.56E-07
895.4,1.74E-07
895.6,1.94E-07
895.8,2.16E-07
896,2.41E-07
896.2,2.69E-07
896.4,3.00E-07
896.6,3.35E-07
896.8,3.74E-07
897,4.17E-07
897.2,3.64E-07
897.4,2.98E-07
897.6,2.44E-07
897.8,2.00E-07
898,1.63E-07
898.2,1.34E-07
898.4,1.09E-07
898.6,8.93E-08
898.8,7.31E-08
899,5.98E-08
899.2,5.71E-08
899.4,5.49E-08
899.6,5.28E-08
899.8,5.08E-08
900,4.88E-08
900.2,4.69E-08
900.4,4.51E-08
900.6,4.34E-08
900.8,4.17E-08
901,4.01E-08
901.2,3.87E-08
901.4,3.80E-08
901.6,3.72E-08
901.8,3.65E-08
902,3.58E-08
902.2,3.51E-08
902.4,3.44E-08
902.6,3.38E-08
902.8,3.31E-08
903,3.25E-08
903.2,3.27E-08
903.4,3.41E-08
903.6,3.55E-08
903.8,3.70E-08
904,3.86E-08
904.2,4.02E-08
904.4,4.19E-08
904.6,4.37E-08
904.8,4.55E-08
905,4.75E-08
905.2,4.78E-08
905.4,4.70E-08
905.6,4.63E-08
905.8,4.56E-08
906,4.50E-08
906.2,4.43E-08
906.4,4.36E-08
906.6,4.29E-08
906.8,4.23E-08
907,4.17E-08
907.2,4.20E-08
907.4,4.27E-08
907.6,4.33E-08
907.8,4.40E-08
908,4.46E-08
908.2,4.53E-08
908.4,4.60E-08
908.6,4.67E-08
908.8,4.74E-08
909,4.81E-08
909.2,5.09E-08
909.4,5.38E-08
909.6,5.69E-08
909.8,6.01E-08
910,6.36E-08
910.2,6.72E-08
910.4,7.10E-08
910.6,7.51E-08
910.8,7.94E-08
911,8.40E-08
911.2,9.06E-08
911.4,1.04E-07
911.6,1.20E-07
911.8,1.39E-07
912,1.60E-07
912.2,1.84E-07
912.4,2.12E-07
912.6,2.44E-07
912.8,2.81E-07
913,3.24E-07
913.2,3.63E-07
913.4,3.93E-07
913.6,4.26E-07
913.8,4.61E-07
914,4.99E-07
914.2,5.41E-07
914.4,5.85E-07
914.6,6.34E-07
914.8,6.86E-07
915,7.43E-07
915.2,7.19E-07
915.4,6.47E-07
915.6,5.82E-07
915.8,5.23E-07
916,4.71E-07
916.2,4.24E-07
916.4,3.81E-07
916.6,3.43E-07
916.8,3.09E-07
917,2.78E-07
917.2,2.51E-07
917.4,2.27E-07
917.6,2.05E-07
917.8,1.85E-07
918,1.67E-07
918.2,1.51E-07
918.4,1.37E-07
918.6,1.24E-07
918.8,1.12E-07
919,1.01E-07
919.2,9.90E-08
919.4,9.71E-08
919.6,9.53E-08
919.8,9.34E-08
920,9.17E-08
920.2,8.99E-08
920.4,8.82E-08
920.6,8.66E-08
920.8,8.49E-08
921,8.33E-08
921.2,8.14E-08
921.4,7.84E-08
921.6,7.55E-08
921.8,7.27E-08
922,7.00E-08
922.2,6.74E-08
922.4,6.49E-08
922.6,6.25E-08
922.8,6.02E-08
923,5.79E-08
923.2,5.75E-08
923.4,5.93E-08
923.6,6.13E-08
923.8,6.33E-08
924,6.54E-08
924.2,6.76E-08
924.4,6.98E-08
924.6,7.21E-08
924.8,7.45E-08
925,7.69E-08
925.2,7.77E-08
925.4,7.74E-08
925.6,7.71E-08
925.8,7.67E-08
926,7.64E-08
926.2,7.61E-08
926.4,7.58E-08
926.6,7.55E-08
926.8,7.52E-08
927,7.49E-08
927.2,7.73E-08
927.4,8.06E-08
927.6,8.41E-08
927.8,8.77E-08
928,9.14E-08
928.2,9.53E-08
928.4,9.94E-08
928.6,1.04E-07
928.8,1.08E-07
929,1.13E-07
929.2,1.19E-07
929.4,1.25E-07
929.6,1.32E-07
929.8,1.39E-07
930,1.46E-07
930.2,1.54E-07
930.4,1.62E-07
930.6,1.71E-07
930.8,1.80E-07
931,1.90E-07
931.2,2.01E-07
931.4,2.16E-07
931.6,2.33E-07
931.8,2.50E-07
932,2.70E-07
932.2,2.90E-07
932.4,3.12E-07
932.6,3.36E-07
932.8,3.62E-07
933,3.90E-07
933.2,4.22E-07
933.4,4.60E-07
933.6,5.01E-07
933.8,5.45E-07
934,5.94E-07
934.2,6.47E-07
934.4,7.05E-07
934.6,7.67E-07
934.8,8.36E-07
935,9.10E-07
935.2,9.55E-07
935.4,9.80E-07
935.6,1.01E-06
935.8,1.03E-06
936,1.06E-06
936.2,1.09E-06
936.4,1.11E-06
936.6,1.14E-06
936.8,1.17E-06
937,1.20E-06
937.2,1.16E-06
937.4,1.09E-06
937.6,1.04E-06
937.8,9.80E-07
938,9.28E-07
938.2,8.78E-07
938.4,8.31E-07
938.6,7.87E-07
938.8,7.45E-07
939,7.05E-07
939.2,6.62E-07
939.4,6.22E-07
939.6,5.85E-07
939.8,5.49E-07
940,5.16E-07
940.2,4.85E-07
940.4,4.56E-07
940.6,4.28E-07
940.8,4.02E-07
941,3.78E-07
941.2,3.57E-07
941.4,3.47E-07
941.6,3.36E-07
941.8,3.26E-07
942,3.16E-07
942.2,3.07E-07
942.4,2.98E-07
942.6,2.89E-07
942.8,2.80E-07
943,2.72E-07
943.2,2.65E-07
943.4,2.61E-07
943.6,2.57E-07
943.8,2.53E-07
944,2.50E-07
944.2,2.46E-07
944.4,2.42E-07
944.6,2.38E-07
944.8,2.35E-07
945,2.31E-07
945.2,2.28E-07
945.4,2.25E-07
945.6,2.21E-07
945.8,2.18E-07
946,2.15E-07
946.2,2.12E-07
946.4,2.09E-07
946.6,2.07E-07
946.8,2.04E-07
947,2.01E-07
947.2,2.02E-07
947.4,2.04E-07
947.6,2.07E-07
947.8,2.09E-07
948,2.11E-07
948.2,2.13E-07
948.4,2.16E-07
948.6,2.18E-07
948.8,2.20E-07
949,2.22E-07
949.2,2.23E-07
949.4,2.24E-07
949.6,2.25E-07
949.8,2.26E-07
950,2.26E-07
950.2,2.27E-07
950.4,2.28E-07
950.6,2.29E-07
950.8,2.30E-07
951,2.30E-07
951.2,2.32E-07
951.4,2.38E-07
951.6,2.43E-07
951.8,2.49E-07
952,2.55E-07
952.2,2.61E-07
952.4,2.68E-07
952.6,2.74E-07
952.8,2.81E-07
953,2.87E-07
953.2,2.94E-07
953.4,3.02E-07
953.6,3.11E-07
953.8,3.19E-07
954,3.28E-07
954.2,3.37E-07
954.4,3.46E-07
954.6,3.55E-07
954.8,3.65E-07
955,3.74E-07
955.2,3.87E-07
955.4,4.02E-07
955.6,4.18E-07
955.8,4.34E-07
956,4.51E-07
956.2,4.69E-07
956.4,4.87E-07
956.6,5.06E-07
956.8,5.26E-07
957,5.46E-07
957.2,5.70E-07
957.4,5.96E-07
957.6,6.22E-07
957.8,6.50E-07
958,6.79E-07
958.2,7.09E-07
958.4,7.41E-07
958.6,7.74E-07
958.8,8.09E-07
959,8.46E-07
959.2,8.99E-07
959.4,9.56E-07
959.6,1.02E-06
959.8,1.08E-06
960,1.15E-06
960.2,1.22E-06
960.4,1.30E-06
960.6,1.38E-06
960.8,1.47E-06
961,1.56E-06
961.2,1.66E-06
961.4,1.78E-06
961.6,1.91E-06
961.8,2.04E-06
962,2.19E-06
962.2,2.35E-06
962.4,2.51E-06
962.6,2.69E-06
962.8,2.89E-06
963,3.09E-06
963.2,3.32E-06
963.4,3.59E-06
963.6,3.87E-06
963.8,4.17E-06
964,4.50E-06
964.2,4.85E-06
964.4,5.23E-06
964.6,5.64E-06
964.8,6.08E-06
965,6.56E-06
965.2,6.99E-06
965.4,7.38E-06
965.6,7.80E-06
965.8,8.24E-06
966,8.70E-06
966.2,9.19E-06
966.4,9.71E-06
966.6,1.03E-05
966.8,1.08E-05
967,1.14E-05
967.2,1.16E-05
967.4,1.18E-05
967.6,1.19E-05
967.8,1.20E-05
968,1.21E-05
968.2,1.22E-05
968.4,1.24E-05
968.6,1.25E-05
968.8,1.26E-05
969,1.27E-05
969.2,1.24E-05
969.4,1.21E-05
969.6,1.19E-05
969.8,1.16E-05
970,1.13E-05
970.2,1.11E-05
970.4,1.08E-05
970.6,1.06E-05
970.8,1.03E-05
971,1.01E-05
971.2,9.87E-06
971.4,9.68E-06
971.6,9.50E-06
971.8,9.32E-06
972,9.14E-06
972.2,8.96E-06
972.4,8.79E-06
972.6,8.63E-06
972.8,8.46E-06
973,8.30E-06
973.2,8.18E-06
973.4,8.10E-06
973.6,8.03E-06
973.8,7.95E-06
974,7.88E-06
974.2,7.81E-06
974.4,7.74E-06
974.6,7.66E-06
974.8,7.59E-06
975,7.52E-06
975.2,7.51E-06
975.4,7.52E-06
975.6,7.53E-06
975.8,7.54E-06
976,7.55E-06
976.2,7.56E-06
976.4,7.57E-06
976.6,7.58E-06
976.8,7.59E-06
977,7.60E-06
977.2,7.68E-06
977.4,7.77E-06
977.6,7.85E-06
977.8,7.94E-06
978,8.03E-06
978.2,8.12E-06
978.4,8.21E-06
978.6,8.30E-06
978.8,8.39E-06
979,8.50E-06
979.2,8.67E-06
979.4,8.84E-06
979.6,9.02E-06
979.8,9.20E-06
980,9.39E-06
980.2,9.58E-06
980.4,9.77E-06
980.6,9.97E-06
980.8,1.02E-05
981,1.04E-05
981.2,1.06E-05
981.4,1.09E-05
981.6,1.13E-05
981.8,1.16E-05
982,1.20E-05
982.2,1.23E-05
982.4,1.27E-05
982.6,1.31E-05
982.8,1.35E-05
983,1.39E-05
983.2,1.44E-05
983.4,1.49E-05
983.6,1.54E-05
983.8,1.60E-05
984,1.66E-05
984.2,1.72E-05
984.4,1.78E-05
984.6,1.85E-05
984.8,1.92E-05
985,1.99E-05
985.2,2.07E-05
985.4,2.16E-05
985.6,2.26E-05
985.8,2.36E-05
986,2.47E-05
986.2,2.58E-05
986.4,2.69E-05
986.6,2.81E-05
986.8,2.94E-05
987,3.07E-05
987.2,3.23E-05
987.4,3.40E-05
987.6,3.58E-05
987.8,3.78E-05
988,3.98E-05
988.2,4.19E-05
988.4,4.41E-05
988.6,4.65E-05
988.8,4.90E-05
989,5.16E-05
989.2,5.39E-05
989.4,5.62E-05
989.6,5.87E-05
989.8,6.13E-05
990,6.41E-05
990.2,6.69E-05
990.4,6.99E-05
990.6,7.29E-05
990.8,7.95E-05
991,8.67E-05
991.2,9.46E-05
991.4,1.03E-04
991.6,1.12E-04
991.8,1.22E-04
992,1.29E-04
992.2,1.37E-04
992.4,1.45E-04
992.6,1.53E-04
992.8,1.63E-04
993,1.72E-04
993.2,1.82E-04
993.4,1.93E-04
993.6,2.04E-04
993.8,2.16E-04
994,2.29E-04
994.2,2.32E-04
994.4,2.35E-04
994.6,2.37E-04
994.8,2.40E-04
995,2.43E-04
995.2,2.45E-04
995.4,2.62E-04
995.6,2.83E-04
995.8,3.06E-04
996,3.30E-04
996.2,3.57E-04
996.4,3.79E-04
996.6,3.89E-04
996.8,3.98E-04
997,4.08E-04
997.2,4.19E-04
997.4,4.29E-04
997.6,4.36E-04
997.8,4.42E-04
998,4.49E-04
998.2,4.55E-04
998.4,4.62E-04
998.6,4.67E-04
998.8,4.71E-04
999,4.75E-04
999.2,4.79E-04
999.4,4.83E-04
999.6,4.87E-04
999.8,4.89E-04
1000,4.91E-04
1000.2,4.95E-04
1000.4,5.00E-04
1000.6,5.04E-04
1000.8,5.08E-04
1001,5.12E-04
1001.2,5.15E-04
1001.4,5.19E-04
1001.6,5.23E-04
1001.8,5.27E-04
1002,5.32E-04
1002.2,5.38E-04
1002.4,5.43E-04
1002.6,5.48E-04
1002.8,5.54E-04
1003,5.61E-04
1003.2,5.68E-04
1003.4,5.75E-04
1003.6,5.82E-04
1003.8,5.89E-04
1004,5.99E-04
1004.2,6.08E-04
1004.4,6.17E-04
1004.6,6.27E-04
1004.8,6.37E-04
1005,6.51E-04
1005.2,8.32E-04
1005.4,8.40E-04
1005.6,8.70E-04
1005.8,8.86E-04
1006,8.84E-04
1006.2,9.18E-04
1006.4,9.38E-04
1006.6,9.64E-04
1006.8,9.75E-04
1007,0.00101
1007.2,0.00102
1007.4,0.00105
1007.6,0.00109
1007.8,0.00109
1008,0.00112
1008.2,0.00118
1008.4,0.00121
1008.6,0.00124
1008.8,0.00129
1009,0.00133
1009.2,0.00137
1009.4,0.0014
1009.6,0.00146
1009.8,0.00148
1010,0.00155
1010.2,0.00162
1010.4,0.00168
1010.6,0.00175
1010.8,0.00179
1011,0.00188
1011.2,0.00195
1011.4,0.00204
1011.6,0.00213
1011.8,0.00222
1012,0.00231
1012.2,0.00244
1012.4,0.00254
1012.6,0.00268
1012.8,0.0028
1013,0.00296
1013.2,0.0031
1013.4,0.00326
1013.6,0.00345
1013.8,0.00364
1014,0.00382
1014.2,0.00403
1014.4,0.00431
1014.6,0.00457
1014.8,0.00482
1015,0.00513
1015.2,0.0055
1015.4,0.00578
1015.6,0.00621
1015.8,0.00661
1016,0.00704
1016.2,0.00755
1016.4,0.00806
1016.6,0.0086
1016.8,0.00929
1017,0.00998
1017.2,0.01072
1017.4,0.01157
1017.6,0.01254
1017.8,0.01347
1018,0.01456
1018.2,0.01581
1018.4,0.0171
1018.6,0.01861
1018.8,0.02018
1019,0.02198
1019.2,0.02382
1019.4,0.02605
1019.6,0.02844
1019.8,0.03118
1020,0.03389
1020.2,0.03707
1020.4,0.04072
1020.6,0.04471
1020.8,0.0489
1021,0.05388
1021.2,0.05886
1021.4,0.06428
1021.6,0.07093
1021.8,0.07806
1022,0.08543
1022.2,0.09334
1022.4,0.10249
1022.6,0.11213
1022.8,0.12276
1023,0.13412
1023.2,0.14654
1023.4,0.15871
1023.6,0.17183
1023.8,0.18705
1024,0.20244
1024.2,0.21762
1024.4,0.23387
1024.6,0.24992
1024.8,0.26644
1025,0.27293
1025.2,0.27714
1025.4,0.29288
1025.6,0.3118
1025.8,0.32989
1026,0.34589
1026.2,0.36233
1026.4,0.37968
1026.6,0.39531
1026.8,0.41232
1027,0.42986
1027.2,0.4468
1027.4,0.46139
1027.6,0.47619
1027.8,0.49384
1028,0.50892
1028.2,0.52519
1028.4,0.54171
1028.6,0.55609
1028.8,0.56968
1029,0.58578
1029.2,0.60124
1029.4,0.61598
1029.6,0.62982
1029.8,0.64344
1030,0.65622
1030.2,0.66721
1030.4,0.67997
1030.6,0.69134
1030.8,0.69897
1031,0.70592
1031.2,0.71279
1031.4,0.7181
1031.6,0.72038
1031.8,0.72108
1032,0.7209
1032.2,0.71814
1032.4,0.71386
1032.6,0.70896
1032.8,0.70157
1033,0.69244
1033.2,0.68307
1033.4,0.67217
1033.6,0.66017
1033.8,0.64782
1034,0.63627
1034.2,0.62162
1034.4,0.6072
1034.6,0.59317
1034.8,0.57936
1035,0.56534
1035.2,0.55241
1035.4,0.53925
1035.6,0.52586
1035.8,0.51312
1036,0.50109
1036.2,0.48893
1036.4,0.47866
1036.6,0.46902
1036.8,0.45887
1037,0.44928
1037.2,0.44058
1037.4,0.43244
1037.6,0.42491
1037.8,0.41795
1038,0.41211
1038.2,0.40532
1038.4,0.40004
1038.6,0.39487
1038.8,0.3898
1039,0.38652
1039.2,0.3826
1039.4,0.37994
1039.6,0.3776
1039.8,0.37495
1040,0.37233
1040.2,0.37146
1040.4,0.37027
1040.6,0.3698
1040.8,0.36978
1041,0.36963
1041.2,0.37077
1041.4,0.37148
1041.6,0.37373
1041.8,0.37533
1042,0.37748
1042.2,0.38074
1042.4,0.38317
1042.6,0.38653
1042.8,0.39024
1043,0.39407
1043.2,0.39892
1043.4,0.40412
1043.6,0.41031
1043.8,0.41626
1044,0.42246
1044.2,0.4291
1044.4,0.43587
1044.6,0.44411
1044.8,0.45185
1045,0.45823
1045.2,0.46449
1045.4,0.47342
1045.6,0.48357
1045.8,0.49313
1046,0.50435
1046.2,0.51399
1046.4,0.52558
1046.6,0.5373
1046.8,0.54867
1047,0.55984
1047.2,0.57325
1047.4,0.58588
1047.6,0.59849
1047.8,0.611
1048,0.62352
1048.2,0.63626
1048.4,0.64944
1048.6,0.66131
1048.8,0.67396
1049,0.6867
1049.2,0.69931
1049.4,0.7108
1049.6,0.72179
1049.8,0.73223
1050,0.74166
1050.2,0.75086
1050.4,0.7589
1050.6,0.76775
1050.8,0.77434
1051,0.78107
1051.2,0.78617
1051.4,0.79099
1051.6,0.79366
1051.8,0.79778
1052,0.79875
1052.2,0.80028
1052.4,0.80036
1052.6,0.80069
1052.8,0.80046
1053,0.79901
1053.2,0.79656
1053.4,0.79527
1053.6,0.79105
1053.8,0.78877
1054,0.78488
1054.2,0.77915
1054.4,0.7753
1054.6,0.7722
1054.8,0.76706
1055,0.76269
1055.2,0.75933
1055.4,0.75429
1055.6,0.75157
1055.8,0.74473
1056,0.74174
1056.2,0.73822
1056.4,0.73348
1056.6,0.73024
1056.8,0.72635
1057,0.72343
1057.2,0.72232
1057.4,0.7177
1057.6,0.71667
1057.8,0.71533
1058,0.71246
1058.2,0.71179
1058.4,0.71104
1058.6,0.70869
1058.8,0.70933
1059,0.7096
1059.2,0.70929
1059.4,0.71085
1059.6,0.7107
1059.8,0.71183
1060,0.71236
1060.2,0.71404
1060.4,0.71638
1060.6,0.71802
1060.8,0.72127
1061,0.72427
1061.2,0.72784
1061.4,0.7296
1061.6,0.73364
1061.8,0.73665
1062,0.73914
1062.2,0.74375
1062.4,0.74666
1062.6,0.75029
1062.8,0.75493
1063,0.75807
1063.2,0.76259
1063.4,0.76568
1063.6,0.77084
1063.8,0.7746
1064,0.77814
1064.2,0.78134
1064.4,0.7842
1064.6,0.78764
1064.8,0.78935
1065,0.79122
1065.2,0.79265
1065.4,0.79504
1065.6,0.79511
1065.8,0.79794
1066,0.79876
1066.2,0.80001
1066.4,0.80077
1066.6,0.80039
1066.8,0.80067
1067,0.79763
1067.2,0.79613
1067.4,0.79559
1067.6,0.79095
1067.8,0.7895
1068,0.78761
1068.2,0.78295
1068.4,0.7804
1068.6,0.77568
1068.8,0.77097
1069,0.76693
1069.2,0.76024
1069.4,0.75613
1069.6,0.75034
1069.8,0.7436
1070,0.73942
1070.2,0.73058
1070.4,0.72607
1070.6,0.72082
1070.8,0.71453
1071,0.70881
1071.2,0.70201
1071.4,0.69655
1071.6,0.6899
1071.8,0.68433
1072,0.67838
1072.2,0.67042
1072.4,0.66512
1072.6,0.65971
1072.8,0.65275
1073,0.64763
1073.2,0.64202
1073.4,0.63861
1073.6,0.6333
1073.8,0.6299
1074,0.62491
1074.2,0.61988
1074.4,0.61627
1074.6,0.61265
1074.8,0.60883
1075,0.60613
1075.2,0.60168
1075.4,0.59941
1075.6,0.59647
1075.8,0.59368
1076,0.59202
1076.2,0.5904
1076.4,0.59012
1076.6,0.58811
1076.8,0.58689
1077,0.58734
1077.2,0.58558
1077.4,0.58587
1077.6,0.58533
1077.8,0.58771
1078,0.58705
1078.2,0.58808
1078.4,0.58877
1078.6,0.59027
1078.8,0.59061
1079,0.59317
1079.2,0.59579
1079.4,0.59815
1079.6,0.60042
1079.8,0.60498
1080,0.60669
1080.2,0.61321
1080.4,0.61567
1080.6,0.62024
1080.8,0.62409
1081,0.62976
1081.2,0.63601
1081.4,0.64062
1081.6,0.64625
1081.8,0.652
1082,0.65727
1082.2,0.66387
1082.4,0.66974
1082.6,0.67772
1082.8,0.68448
1083,0.69226
1083.2,0.69886
1083.4,0.70616
1083.6,0.71524
1083.8,0.72387
1084,0.73381
1084.2,0.74026
1084.4,0.74984
1084.6,0.75921
1084.8,0.7675
1085,0.7759
1085.2,0.78521
1085.4,0.79591
1085.6,0.80438
1085.8,0.81264
1086,0.82135
1086.2,0.83106
1086.4,0.84082
1086.6,0.84995
1086.8,0.86075
1087,0.86804
1087.2,0.87602
1087.4,0.88538
1087.6,0.89373
1087.8,0.90008
1088,0.90854
1088.2,0.91662
1088.4,0.92343
1088.6,0.92809
1088.8,0.93594
1089,0.94018
1089.2,0.94633
1089.4,0.94939
1089.6,0.95316
1089.8,0.9595
1090,0.96062
1090.2,0.96422
1090.4,0.9659
1090.6,0.96836
1090.8,0.9672
1091,0.9693
1091.2,0.96968
1091.4,0.96869
1091.6,0.9697
1091.8,0.9684
1092,0.96659
1092.2,0.96614
1092.4,0.96288
1092.6,0.95853
1092.8,0.95709
1093,0.95154
1093.2,0.95235
1093.4,0.94383
1093.6,0.94373
1093.8,0.94089
1094,0.93482
1094.2,0.9306
1094.4,0.92592
1094.6,0.92135
1094.8,0.91807
1095,0.91479
1095.2,0.90913
1095.4,0.90412
1095.6,0.89846
1095.8,0.8938
1096,0.88871
1096.2,0.88462
1096.4,0.88189
1096.6,0.87614
1096.8,0.8742
1097,0.86639
1097.2,0.86399
1097.4,0.85821
1097.6,0.85458
1097.8,0.85084
1098,0.84589
1098.2,0.84416
1098.4,0.84049
1098.6,0.83788
1098.8,0.83331
1099,0.82884
1099.2,0.82649
1099.4,0.82472
1099.6,0.82239
1099.8,0.81762
1100,0.81554
1100.2,0.81673
1100.4,0.81159
1100.6,0.81167
1100.8,0.8102
1101,0.80731
1101.2,0.80511
1101.4,0.80269
1101.6,0.80225
1101.8,0.80209
1102,0.80017
1102.2,0.79905
1102.4,0.79819
1102.6,0.79704
1102.8,0.79496
1103,0.79262
1103.2,0.79342
1103.4,0.79271
1103.6,0.79351
1103.8,0.79136
1104,0.78933
1104.2,0.78961
1104.4,0.78729
1104.6,0.78791
1104.8,0.78613
1105,0.78648
1105.2,0.78222
1105.4,0.7823
1105.6,0.77991
1105.8,0.781
1106,0.77646
1106.2,0.77671
1106.4,0.77597
1106.6,0.77248
1106.8,0.77193
1107,0.76948
1107.2,0.76744
1107.4,0.76514
1107.6,0.76358
1107.8,0.76042
1108,0.75691
1108.2,0.75636
1108.4,0.75111
1108.6,0.74504
1108.8,0.74601
1109,0.74165
1109.2,0.73831
1109.4,0.7332
1109.6,0.73033
1109.8,0.72628
1110,0.72174
1110.2,0.71685
1110.4,0.71299
1110.6,0.70945
1110.8,0.70583
1111,0.70083
1111.2,0.69696
1111.4,0.69194
1111.6,0.68803
